Timestamp,Equipment Name,Water Consumed (Liters),Energy Consumed (kWh),
11/02/2026 06:00,HVAC Chiller Unit 1 (Enfriadora),0,407.6,
11/02/2026 06:00,HVAC Chiller Unit 2 (Enfriadora),0,352.5,
11/02/2026 06:00,Industrial Washer A (Lavandería),436.8,30.3,
11/02/2026 06:00,Industrial Washer B (Lavandería),241.7,19.8,
11/02/2026 06:00,Tunnel Dishwasher (Cocina),210.4,34.5,
11/02/2026 06:00,Pool Pump & Heater System,8,79.3,
11/02/2026 06:00,Main Electric Boiler (Caldera),46,208.2,
11/02/2026 07:00,Cooling Tower A (Torre Enfriamiento),666,81.4,
11/02/2026 07:00,Cooling Tower B (Torre Enfriamiento),807.7,90.8,
11/02/2026 07:00,HVAC Chiller Unit 1 (Enfriadora),0,320.3,
11/02/2026 07:00,HVAC Chiller Unit 2 (Enfriadora),0,252.7,
11/02/2026 07:00,Industrial Washer A (Lavandería),393.8,27.5,
11/02/2026 07:00,Industrial Washer B (Lavandería),377,19.9,
11/02/2026 07:00,Tunnel Dishwasher (Cocina),283.7,27.8,
11/02/2026 07:00,Pool Pump & Heater System,13.8,54.6,
11/02/2026 07:00,Main Electric Boiler (Caldera),40.5,162.1,
11/02/2026 08:00,Cooling Tower A (Torre Enfriamiento),589.8,82.9,
11/02/2026 08:00,Cooling Tower B (Torre Enfriamiento),819.1,99.9,
11/02/2026 08:00,HVAC Chiller Unit 1 (Enfriadora),0,300.7,
11/02/2026 08:00,HVAC Chiller Unit 2 (Enfriadora),0,372.5,
11/02/2026 08:00,Industrial Washer A (Lavandería),434.2,19.1,
11/02/2026 08:00,Industrial Washer B (Lavandería),316,29.2,
11/02/2026 08:00,Tunnel Dishwasher (Cocina),237.6,41.7,
11/02/2026 08:00,Pool Pump & Heater System,12.7,97.8,
11/02/2026 08:00,Main Electric Boiler (Caldera),62.3,188.9,
11/02/2026 09:00,Cooling Tower A (Torre Enfriamiento),933.9,67.1,
11/02/2026 09:00,Cooling Tower B (Torre Enfriamiento),357,93.8,
11/02/2026 09:00,HVAC Chiller Unit 1 (Enfriadora),0,349.5,
11/02/2026 09:00,HVAC Chiller Unit 2 (Enfriadora),0,287,
11/02/2026 09:00,Industrial Washer A (Lavandería),359.3,19.5,
11/02/2026 09:00,Industrial Washer B (Lavandería),414.7,18.9,
11/02/2026 09:00,Tunnel Dishwasher (Cocina),266,11.8,
11/02/2026 09:00,Pool Pump & Heater System,20.7,41.7,
11/02/2026 09:00,Main Electric Boiler (Caldera),44.7,178,
11/02/2026 10:00,Cooling Tower A (Torre Enfriamiento),1001.1,115.2,
11/02/2026 10:00,Cooling Tower B (Torre Enfriamiento),1271.3,118.4,
11/02/2026 10:00,HVAC Chiller Unit 1 (Enfriadora),0,432.9,
11/02/2026 10:00,HVAC Chiller Unit 2 (Enfriadora),0,439.9,
11/02/2026 10:00,Industrial Washer A (Lavandería),545.5,21.7,
11/02/2026 10:00,Industrial Washer B (Lavandería),647.4,33,
11/02/2026 10:00,Tunnel Dishwasher (Cocina),450.7,68.7,
11/02/2026 10:00,Pool Pump & Heater System,23.5,70.9,
11/02/2026 10:00,Main Electric Boiler (Caldera),113.1,256.4,
11/02/2026 11:00,Cooling Tower A (Torre Enfriamiento),1154,95.3,
11/02/2026 11:00,Cooling Tower B (Torre Enfriamiento),955.2,96.2,
11/02/2026 11:00,HVAC Chiller Unit 1 (Enfriadora),0,298.4,
11/02/2026 11:00,HVAC Chiller Unit 2 (Enfriadora),0,421.1,
11/02/2026 11:00,Industrial Washer A (Lavandería),428.5,29.4,
11/02/2026 11:00,Industrial Washer B (Lavandería),323.4,18.5,
11/02/2026 11:00,Tunnel Dishwasher (Cocina),343.7,34.4,
11/02/2026 11:00,Pool Pump & Heater System,47.6,62.8,
11/02/2026 11:00,Main Electric Boiler (Caldera),23.9,242.2,
11/02/2026 12:00,Cooling Tower A (Torre Enfriamiento),852.8,96.7,
11/02/2026 12:00,Cooling Tower B (Torre Enfriamiento),715.1,112.4,
11/02/2026 12:00,HVAC Chiller Unit 1 (Enfriadora),0,272.6,
11/02/2026 12:00,HVAC Chiller Unit 2 (Enfriadora),0,452,
11/02/2026 12:00,Industrial Washer A (Lavandería),566.5,34,
11/02/2026 12:00,Industrial Washer B (Lavandería),620.6,28.3,
11/02/2026 12:00,Tunnel Dishwasher (Cocina),412.2,49.7,
11/02/2026 12:00,Pool Pump & Heater System,27.9,70.1,
11/02/2026 12:00,Main Electric Boiler (Caldera),20,215,
11/02/2026 13:00,Cooling Tower A (Torre Enfriamiento),1151.7,103.4,
11/02/2026 13:00,Cooling Tower B (Torre Enfriamiento),1059,120.9,
11/02/2026 13:00,HVAC Chiller Unit 1 (Enfriadora),0,457.5,
11/02/2026 13:00,HVAC Chiller Unit 2 (Enfriadora),0,327.9,
11/02/2026 13:00,Industrial Washer A (Lavandería),454,37.4,
11/02/2026 13:00,Industrial Washer B (Lavandería),516.8,25.1,
11/02/2026 13:00,Tunnel Dishwasher (Cocina),229.4,33.2,
11/02/2026 13:00,Pool Pump & Heater System,12.3,73.7,
11/02/2026 13:00,Main Electric Boiler (Caldera),51.7,215.5,
11/02/2026 14:00,Cooling Tower A (Torre Enfriamiento),777.9,82.4,
11/02/2026 14:00,Cooling Tower B (Torre Enfriamiento),1158.5,117,
11/02/2026 14:00,HVAC Chiller Unit 1 (Enfriadora),0,497.7,
11/02/2026 14:00,HVAC Chiller Unit 2 (Enfriadora),0,382,
11/02/2026 14:00,Industrial Washer A (Lavandería),660.2,42.2,
11/02/2026 14:00,Industrial Washer B (Lavandería),568.3,25.3,
11/02/2026 14:00,Tunnel Dishwasher (Cocina),332.5,38.4,
11/02/2026 14:00,Pool Pump & Heater System,28.1,90.8,
11/02/2026 14:00,Main Electric Boiler (Caldera),61.9,305.2,
11/02/2026 15:00,Cooling Tower A (Torre Enfriamiento),1045,74.3,
11/02/2026 15:00,Cooling Tower B (Torre Enfriamiento),725.7,97.5,
11/02/2026 15:00,HVAC Chiller Unit 1 (Enfriadora),0,325.6,
11/02/2026 15:00,HVAC Chiller Unit 2 (Enfriadora),0,328.4,
11/02/2026 15:00,Industrial Washer A (Lavandería),443.3,19.4,
11/02/2026 15:00,Industrial Washer B (Lavandería),369.6,26.4,
11/02/2026 15:00,Tunnel Dishwasher (Cocina),196.7,23.7,
11/02/2026 15:00,Pool Pump & Heater System,25.2,75.6,
11/02/2026 15:00,Main Electric Boiler (Caldera),50.1,198.2,
11/02/2026 16:00,Cooling Tower A (Torre Enfriamiento),1112.4,92.2,
11/02/2026 16:00,Cooling Tower B (Torre Enfriamiento),935.6,98.6,
11/02/2026 16:00,HVAC Chiller Unit 1 (Enfriadora),0,445.8,
11/02/2026 16:00,HVAC Chiller Unit 2 (Enfriadora),0,322.1,
11/02/2026 16:00,Industrial Washer A (Lavandería),451.8,26.1,
11/02/2026 16:00,Industrial Washer B (Lavandería),314.2,19.8,
11/02/2026 16:00,Tunnel Dishwasher (Cocina),326.5,44.4,
11/02/2026 16:00,Pool Pump & Heater System,42.5,55.3,
11/02/2026 16:00,Main Electric Boiler (Caldera),46.5,158.1,
11/02/2026 17:00,Cooling Tower A (Torre Enfriamiento),1099,89.5,
11/02/2026 17:00,Cooling Tower B (Torre Enfriamiento),1182.5,112.5,
11/02/2026 17:00,HVAC Chiller Unit 1 (Enfriadora),0,452.3,
11/02/2026 17:00,HVAC Chiller Unit 2 (Enfriadora),0,382.7,
11/02/2026 17:00,Industrial Washer A (Lavandería),386.3,33.5,
11/02/2026 17:00,Industrial Washer B (Lavandería),323.1,25.3,
11/02/2026 17:00,Tunnel Dishwasher (Cocina),361.8,44.5,
11/02/2026 17:00,Pool Pump & Heater System,60.3,91.8,
11/02/2026 17:00,Main Electric Boiler (Caldera),49,244.6,
11/02/2026 18:00,Cooling Tower A (Torre Enfriamiento),540.4,90.1,
11/02/2026 18:00,Cooling Tower B (Torre Enfriamiento),912.4,79,
11/02/2026 18:00,HVAC Chiller Unit 1 (Enfriadora),0,318.9,
11/02/2026 18:00,HVAC Chiller Unit 2 (Enfriadora),0,327.6,
11/02/2026 18:00,Industrial Washer A (Lavandería),387.3,26.2,
11/02/2026 18:00,Industrial Washer B (Lavandería),401,24.9,
11/02/2026 18:00,Tunnel Dishwasher (Cocina),302.2,42.4,
11/02/2026 18:00,Pool Pump & Heater System,27.7,68.8,
11/02/2026 18:00,Main Electric Boiler (Caldera),70.1,228.3,
11/02/2026 19:00,Cooling Tower A (Torre Enfriamiento),833.6,124.3,
11/02/2026 19:00,Cooling Tower B (Torre Enfriamiento),898.6,106,
11/02/2026 19:00,HVAC Chiller Unit 1 (Enfriadora),0,375.1,
11/02/2026 19:00,HVAC Chiller Unit 2 (Enfriadora),0,409.4,
11/02/2026 19:00,Industrial Washer A (Lavandería),364.4,26.1,
11/02/2026 19:00,Industrial Washer B (Lavandería),396.7,26.4,
11/02/2026 19:00,Tunnel Dishwasher (Cocina),351.6,47.1,
11/02/2026 19:00,Pool Pump & Heater System,7.4,106.3,
11/02/2026 19:00,Main Electric Boiler (Caldera),63.9,207.3,
11/02/2026 20:00,Cooling Tower A (Torre Enfriamiento),1088.8,121.1,
11/02/2026 20:00,Cooling Tower B (Torre Enfriamiento),989.4,104.1,
11/02/2026 20:00,HVAC Chiller Unit 1 (Enfriadora),0,473.8,
11/02/2026 20:00,HVAC Chiller Unit 2 (Enfriadora),0,421,
11/02/2026 20:00,Industrial Washer A (Lavandería),680.3,33.8,
11/02/2026 20:00,Industrial Washer B (Lavandería),470.4,29.4,
11/02/2026 20:00,Tunnel Dishwasher (Cocina),258.2,53.7,
11/02/2026 20:00,Pool Pump & Heater System,20.2,98.7,
11/02/2026 20:00,Main Electric Boiler (Caldera),69.1,245.9,
11/02/2026 21:00,Cooling Tower A (Torre Enfriamiento),969.1,95.1,
11/02/2026 21:00,Cooling Tower B (Torre Enfriamiento),934.8,103.6,
11/02/2026 21:00,HVAC Chiller Unit 1 (Enfriadora),0,312.7,
11/02/2026 21:00,HVAC Chiller Unit 2 (Enfriadora),0,356.6,
11/02/2026 21:00,Industrial Washer A (Lavandería),443.2,29.5,
11/02/2026 21:00,Industrial Washer B (Lavandería),414.4,20.6,
11/02/2026 21:00,Tunnel Dishwasher (Cocina),279.1,42.3,
11/02/2026 21:00,Pool Pump & Heater System,23.5,59.5,
11/02/2026 21:00,Main Electric Boiler (Caldera),34.4,126,
11/02/2026 22:00,Cooling Tower A (Torre Enfriamiento),756.3,122,
11/02/2026 22:00,Cooling Tower B (Torre Enfriamiento),934,115.7,
11/02/2026 22:00,HVAC Chiller Unit 1 (Enfriadora),0,443.6,
11/02/2026 22:00,HVAC Chiller Unit 2 (Enfriadora),0,446.5,
11/02/2026 22:00,Industrial Washer A (Lavandería),351.2,29.8,
11/02/2026 22:00,Industrial Washer B (Lavandería),644.9,34.6,
11/02/2026 22:00,Tunnel Dishwasher (Cocina),256.3,54.2,
11/02/2026 22:00,Pool Pump & Heater System,28.6,69.5,
11/02/2026 22:00,Main Electric Boiler (Caldera),57.8,259.9,
11/02/2026 23:00,Cooling Tower A (Torre Enfriamiento),468.5,55.1,
11/02/2026 23:00,Cooling Tower B (Torre Enfriamiento),779.3,73.2,
11/02/2026 23:00,HVAC Chiller Unit 1 (Enfriadora),0,285.9,
11/02/2026 23:00,HVAC Chiller Unit 2 (Enfriadora),0,323.4,
11/02/2026 23:00,Industrial Washer A (Lavandería),478.2,20.8,
11/02/2026 23:00,Industrial Washer B (Lavandería),346.8,21.1,
11/02/2026 23:00,Tunnel Dishwasher (Cocina),160.2,32.3,
11/02/2026 23:00,Pool Pump & Heater System,31.2,61.7,
11/02/2026 23:00,Main Electric Boiler (Caldera),18.4,155.8,
12/02/2026 00:00,Cooling Tower A (Torre Enfriamiento),385.1,38,
12/02/2026 00:00,Cooling Tower B (Torre Enfriamiento),299.8,43.6,
12/02/2026 00:00,HVAC Chiller Unit 1 (Enfriadora),0,152.1,
12/02/2026 00:00,HVAC Chiller Unit 2 (Enfriadora),0,148.7,
12/02/2026 00:00,Industrial Washer A (Lavandería),21.3,1,
12/02/2026 00:00,Industrial Washer B (Lavandería),19.8,0.9,
12/02/2026 00:00,Tunnel Dishwasher (Cocina),10.3,2,
12/02/2026 00:00,Pool Pump & Heater System,19,15.9,
12/02/2026 00:00,Main Electric Boiler (Caldera),28.4,112.3,
12/02/2026 01:00,Cooling Tower A (Torre Enfriamiento),439.4,45.8,
12/02/2026 01:00,Cooling Tower B (Torre Enfriamiento),359.1,36.1,
12/02/2026 01:00,HVAC Chiller Unit 1 (Enfriadora),0,184.1,
12/02/2026 01:00,HVAC Chiller Unit 2 (Enfriadora),0,169.2,
12/02/2026 01:00,Industrial Washer A (Lavandería),21.7,1.3,
12/02/2026 01:00,Industrial Washer B (Lavandería),21.1,1.3,
12/02/2026 01:00,Tunnel Dishwasher (Cocina),14.9,1.9,
12/02/2026 01:00,Pool Pump & Heater System,18.2,32.1,
12/02/2026 01:00,Main Electric Boiler (Caldera),20.4,105.6,
12/02/2026 02:00,Cooling Tower A (Torre Enfriamiento),408.4,41.4,
12/02/2026 02:00,Cooling Tower B (Torre Enfriamiento),424.5,41.6,
12/02/2026 02:00,HVAC Chiller Unit 1 (Enfriadora),0,183.8,
12/02/2026 02:00,HVAC Chiller Unit 2 (Enfriadora),0,151.2,
12/02/2026 02:00,Industrial Washer A (Lavandería),20,1.1,
12/02/2026 02:00,Industrial Washer B (Lavandería),23.9,1.1,
12/02/2026 02:00,Tunnel Dishwasher (Cocina),11.2,1.6,
12/02/2026 02:00,Pool Pump & Heater System,14.8,41.5,
12/02/2026 02:00,Main Electric Boiler (Caldera),15.5,108.4,
12/02/2026 03:00,Cooling Tower A (Torre Enfriamiento),322.2,35.3,
12/02/2026 03:00,Cooling Tower B (Torre Enfriamiento),250.3,35.7,
12/02/2026 03:00,HVAC Chiller Unit 1 (Enfriadora),0,87.6,
12/02/2026 03:00,HVAC Chiller Unit 2 (Enfriadora),0,101.4,
12/02/2026 03:00,Industrial Washer A (Lavandería),13,0.6,
12/02/2026 03:00,Industrial Washer B (Lavandería),10.5,0.8,
12/02/2026 03:00,Tunnel Dishwasher (Cocina),8.3,1.3,
12/02/2026 03:00,Pool Pump & Heater System,12.8,22.2,
12/02/2026 03:00,Main Electric Boiler (Caldera),20.8,68.7,
12/02/2026 04:00,Cooling Tower A (Torre Enfriamiento),332.4,39.8,
12/02/2026 04:00,Cooling Tower B (Torre Enfriamiento),381.4,43.6,
12/02/2026 04:00,HVAC Chiller Unit 1 (Enfriadora),0,206.8,
12/02/2026 04:00,HVAC Chiller Unit 2 (Enfriadora),0,163.9,
12/02/2026 04:00,Industrial Washer A (Lavandería),18,1.4,
12/02/2026 04:00,Industrial Washer B (Lavandería),26.2,0.9,
12/02/2026 04:00,Tunnel Dishwasher (Cocina),17.5,1.9,
12/02/2026 04:00,Pool Pump & Heater System,20.3,41.3,
12/02/2026 04:00,Main Electric Boiler (Caldera),32.5,98.9,
12/02/2026 05:00,Cooling Tower A (Torre Enfriamiento),412.1,35.9,
12/02/2026 05:00,Cooling Tower B (Torre Enfriamiento),456.2,38.8,
12/02/2026 05:00,HVAC Chiller Unit 1 (Enfriadora),0,169.4,
12/02/2026 05:00,HVAC Chiller Unit 2 (Enfriadora),0,154.4,
12/02/2026 05:00,Industrial Washer A (Lavandería),20.4,1.4,
12/02/2026 05:00,Industrial Washer B (Lavandería),16.1,1.4,
12/02/2026 05:00,Tunnel Dishwasher (Cocina),7.5,1.4,
12/02/2026 05:00,Pool Pump & Heater System,15.9,32.4,
12/02/2026 05:00,Main Electric Boiler (Caldera),22.8,93.4,
12/02/2026 06:00,Cooling Tower A (Torre Enfriamiento),651.6,72,
12/02/2026 06:00,Cooling Tower B (Torre Enfriamiento),543.6,78.4,
12/02/2026 06:00,HVAC Chiller Unit 1 (Enfriadora),0,324.1,
12/02/2026 06:00,HVAC Chiller Unit 2 (Enfriadora),0,220.8,
12/02/2026 06:00,Industrial Washer A (Lavandería),368.6,18.3,
12/02/2026 06:00,Industrial Washer B (Lavandería),368.7,13.4,
12/02/2026 06:00,Tunnel Dishwasher (Cocina),258.7,17.3,
12/02/2026 06:00,Pool Pump & Heater System,21.5,51.9,
12/02/2026 06:00,Main Electric Boiler (Caldera),31,136.3,
12/02/2026 07:00,Cooling Tower A (Torre Enfriamiento),914.9,76.5,
12/02/2026 07:00,Cooling Tower B (Torre Enfriamiento),678.3,77.7,
12/02/2026 07:00,HVAC Chiller Unit 1 (Enfriadora),0,347.3,
12/02/2026 07:00,HVAC Chiller Unit 2 (Enfriadora),0,284.6,
12/02/2026 07:00,Industrial Washer A (Lavandería),350.6,21.5,
12/02/2026 07:00,Industrial Washer B (Lavandería),298.2,26.3,
12/02/2026 07:00,Tunnel Dishwasher (Cocina),199.3,37.4,
12/02/2026 07:00,Pool Pump & Heater System,28.8,40.7,
12/02/2026 07:00,Main Electric Boiler (Caldera),44.9,200.9,
12/02/2026 08:00,Cooling Tower A (Torre Enfriamiento),1016.2,76.6,
12/02/2026 08:00,Cooling Tower B (Torre Enfriamiento),692.6,92,
12/02/2026 08:00,HVAC Chiller Unit 1 (Enfriadora),0,392,
12/02/2026 08:00,HVAC Chiller Unit 2 (Enfriadora),0,271.4,
12/02/2026 08:00,Industrial Washer A (Lavandería),413.8,20.9,
12/02/2026 08:00,Industrial Washer B (Lavandería),410.4,21,
12/02/2026 08:00,Tunnel Dishwasher (Cocina),302.3,32.5,
12/02/2026 08:00,Pool Pump & Heater System,41.7,52.7,
12/02/2026 08:00,Main Electric Boiler (Caldera),60.9,197.1,
12/02/2026 09:00,Cooling Tower A (Torre Enfriamiento),860.5,80.8,
12/02/2026 09:00,Cooling Tower B (Torre Enfriamiento),555.9,71.6,
12/02/2026 09:00,HVAC Chiller Unit 1 (Enfriadora),0,275.4,
12/02/2026 09:00,HVAC Chiller Unit 2 (Enfriadora),0,296,
12/02/2026 09:00,Industrial Washer A (Lavandería),415.7,17.1,
12/02/2026 09:00,Industrial Washer B (Lavandería),350,11.5,
12/02/2026 09:00,Tunnel Dishwasher (Cocina),265.2,25.4,
12/02/2026 09:00,Pool Pump & Heater System,25.2,45.6,
12/02/2026 09:00,Main Electric Boiler (Caldera),55.3,94.6,
12/02/2026 10:00,Cooling Tower A (Torre Enfriamiento),1050.6,79.3,
12/02/2026 10:00,Cooling Tower B (Torre Enfriamiento),1119.3,85.3,
12/02/2026 10:00,HVAC Chiller Unit 1 (Enfriadora),0,381.1,
12/02/2026 10:00,HVAC Chiller Unit 2 (Enfriadora),0,317.8,
12/02/2026 10:00,Industrial Washer A (Lavandería),342.3,27.1,
12/02/2026 10:00,Industrial Washer B (Lavandería),469,16.8,
12/02/2026 10:00,Tunnel Dishwasher (Cocina),235.2,44.7,
12/02/2026 10:00,Pool Pump & Heater System,36.1,54.2,
12/02/2026 10:00,Main Electric Boiler (Caldera),41.1,259,
12/02/2026 11:00,Cooling Tower A (Torre Enfriamiento),1007.1,83.5,
12/02/2026 11:00,Cooling Tower B (Torre Enfriamiento),604.4,64.2,
12/02/2026 11:00,HVAC Chiller Unit 1 (Enfriadora),0,443.2,
12/02/2026 11:00,HVAC Chiller Unit 2 (Enfriadora),0,395.7,
12/02/2026 11:00,Industrial Washer A (Lavandería),495.2,36.6,
12/02/2026 11:00,Industrial Washer B (Lavandería),536.3,32.6,
12/02/2026 11:00,Tunnel Dishwasher (Cocina),206.8,39.8,
12/02/2026 11:00,Pool Pump & Heater System,15.9,64.8,
12/02/2026 11:00,Main Electric Boiler (Caldera),53,250.8,
12/02/2026 12:00,Cooling Tower A (Torre Enfriamiento),1455.8,116.4,
12/02/2026 12:00,Cooling Tower B (Torre Enfriamiento),871.7,117.6,
12/02/2026 12:00,HVAC Chiller Unit 1 (Enfriadora),0,403.7,
12/02/2026 12:00,HVAC Chiller Unit 2 (Enfriadora),0,424.4,
12/02/2026 12:00,Industrial Washer A (Lavandería),484.9,45.7,
12/02/2026 12:00,Industrial Washer B (Lavandería),473.3,31.8,
12/02/2026 12:00,Tunnel Dishwasher (Cocina),300.6,33.1,
12/02/2026 12:00,Pool Pump & Heater System,41.1,84.9,
12/02/2026 12:00,Main Electric Boiler (Caldera),75.1,156,
12/02/2026 13:00,Cooling Tower A (Torre Enfriamiento),920.5,70.4,
12/02/2026 13:00,Cooling Tower B (Torre Enfriamiento),950.3,79.3,
12/02/2026 13:00,HVAC Chiller Unit 1 (Enfriadora),0,396.8,
12/02/2026 13:00,HVAC Chiller Unit 2 (Enfriadora),0,309.1,
12/02/2026 13:00,Industrial Washer A (Lavandería),518.2,31.3,
12/02/2026 13:00,Industrial Washer B (Lavandería),496.9,23.6,
12/02/2026 13:00,Tunnel Dishwasher (Cocina),244.5,31.2,
12/02/2026 13:00,Pool Pump & Heater System,45.8,50.8,
12/02/2026 13:00,Main Electric Boiler (Caldera),35.3,225.5,
12/02/2026 14:00,Cooling Tower A (Torre Enfriamiento),752.5,73.9,
12/02/2026 14:00,Cooling Tower B (Torre Enfriamiento),692.9,80.4,
12/02/2026 14:00,HVAC Chiller Unit 1 (Enfriadora),0,360.9,
12/02/2026 14:00,HVAC Chiller Unit 2 (Enfriadora),0,376,
12/02/2026 14:00,Industrial Washer A (Lavandería),519.4,24.1,
12/02/2026 14:00,Industrial Washer B (Lavandería),411.2,24.1,
12/02/2026 14:00,Tunnel Dishwasher (Cocina),187.8,45.7,
12/02/2026 14:00,Pool Pump & Heater System,45.9,54.2,
12/02/2026 14:00,Main Electric Boiler (Caldera),47.2,254.3,
12/02/2026 15:00,Cooling Tower A (Torre Enfriamiento),1298.3,102.9,
12/02/2026 15:00,Cooling Tower B (Torre Enfriamiento),1287.8,115,
12/02/2026 15:00,HVAC Chiller Unit 1 (Enfriadora),0,414.3,
12/02/2026 15:00,HVAC Chiller Unit 2 (Enfriadora),0,467,
12/02/2026 15:00,Industrial Washer A (Lavandería),619.9,34.4,
12/02/2026 15:00,Industrial Washer B (Lavandería),547.2,28.1,
12/02/2026 15:00,Tunnel Dishwasher (Cocina),474.4,57.1,
12/02/2026 15:00,Pool Pump & Heater System,47.8,79.2,
12/02/2026 15:00,Main Electric Boiler (Caldera),83.6,276.8,
12/02/2026 16:00,Cooling Tower A (Torre Enfriamiento),497,106.5,
12/02/2026 16:00,Cooling Tower B (Torre Enfriamiento),726.5,90.3,
12/02/2026 16:00,HVAC Chiller Unit 1 (Enfriadora),0,353,
12/02/2026 16:00,HVAC Chiller Unit 2 (Enfriadora),0,421.5,
12/02/2026 16:00,Industrial Washer A (Lavandería),444.7,33.1,
12/02/2026 16:00,Industrial Washer B (Lavandería),452.3,18.2,
12/02/2026 16:00,Tunnel Dishwasher (Cocina),257.8,34.2,
12/02/2026 16:00,Pool Pump & Heater System,19.2,65.6,
12/02/2026 16:00,Main Electric Boiler (Caldera),50.5,217.6,
12/02/2026 17:00,Cooling Tower A (Torre Enfriamiento),608.3,94,
12/02/2026 17:00,Cooling Tower B (Torre Enfriamiento),953.4,98,
12/02/2026 17:00,HVAC Chiller Unit 1 (Enfriadora),0,357.7,
12/02/2026 17:00,HVAC Chiller Unit 2 (Enfriadora),0,364.4,
12/02/2026 17:00,Industrial Washer A (Lavandería),591,24.1,
12/02/2026 17:00,Industrial Washer B (Lavandería),439.8,18,
12/02/2026 17:00,Tunnel Dishwasher (Cocina),211.1,36.6,
12/02/2026 17:00,Pool Pump & Heater System,41.9,57.4,
12/02/2026 17:00,Main Electric Boiler (Caldera),47.5,191.9,
12/02/2026 18:00,Cooling Tower A (Torre Enfriamiento),1084.1,99,
12/02/2026 18:00,Cooling Tower B (Torre Enfriamiento),1123.7,101.3,
12/02/2026 18:00,HVAC Chiller Unit 1 (Enfriadora),0,509.1,
12/02/2026 18:00,HVAC Chiller Unit 2 (Enfriadora),0,399.4,
12/02/2026 18:00,Industrial Washer A (Lavandería),634.9,23.6,
12/02/2026 18:00,Industrial Washer B (Lavandería),604.2,22.9,
12/02/2026 18:00,Tunnel Dishwasher (Cocina),332.1,54.5,
12/02/2026 18:00,Pool Pump & Heater System,35.3,56.3,
12/02/2026 18:00,Main Electric Boiler (Caldera),72.5,220.6,
12/02/2026 19:00,Cooling Tower A (Torre Enfriamiento),984.9,92.4,
12/02/2026 19:00,Cooling Tower B (Torre Enfriamiento),1170.3,110.8,
12/02/2026 19:00,HVAC Chiller Unit 1 (Enfriadora),0,301.5,
12/02/2026 19:00,HVAC Chiller Unit 2 (Enfriadora),0,455.8,
12/02/2026 19:00,Industrial Washer A (Lavandería),550.1,38.1,
12/02/2026 19:00,Industrial Washer B (Lavandería),414.8,11.4,
12/02/2026 19:00,Tunnel Dishwasher (Cocina),324,45.8,
12/02/2026 19:00,Pool Pump & Heater System,16.1,55.6,
12/02/2026 19:00,Main Electric Boiler (Caldera),112.1,234.3,
12/02/2026 20:00,Cooling Tower A (Torre Enfriamiento),846.4,106.7,
12/02/2026 20:00,Cooling Tower B (Torre Enfriamiento),785.1,92.5,
12/02/2026 20:00,HVAC Chiller Unit 1 (Enfriadora),0,332.4,
12/02/2026 20:00,HVAC Chiller Unit 2 (Enfriadora),0,342,
12/02/2026 20:00,Industrial Washer A (Lavandería),320,24.7,
12/02/2026 20:00,Industrial Washer B (Lavandería),445.9,23,
12/02/2026 20:00,Tunnel Dishwasher (Cocina),383,53.2,
12/02/2026 20:00,Pool Pump & Heater System,24.1,31.4,
12/02/2026 20:00,Main Electric Boiler (Caldera),52,226.4,
12/02/2026 21:00,Cooling Tower A (Torre Enfriamiento),819.5,74.4,
12/02/2026 21:00,Cooling Tower B (Torre Enfriamiento),788.4,105.4,
12/02/2026 21:00,HVAC Chiller Unit 1 (Enfriadora),0,446.3,
12/02/2026 21:00,HVAC Chiller Unit 2 (Enfriadora),0,348.3,
12/02/2026 21:00,Industrial Washer A (Lavandería),550.1,16.6,
12/02/2026 21:00,Industrial Washer B (Lavandería),505.8,20.2,
12/02/2026 21:00,Tunnel Dishwasher (Cocina),285.9,35.6,
12/02/2026 21:00,Pool Pump & Heater System,46.6,50.5,
12/02/2026 21:00,Main Electric Boiler (Caldera),64,206.5,
12/02/2026 22:00,Cooling Tower A (Torre Enfriamiento),825.9,74.4,
12/02/2026 22:00,Cooling Tower B (Torre Enfriamiento),995.3,90.9,
12/02/2026 22:00,HVAC Chiller Unit 1 (Enfriadora),0,283.5,
12/02/2026 22:00,HVAC Chiller Unit 2 (Enfriadora),0,366.7,
12/02/2026 22:00,Industrial Washer A (Lavandería),550.7,32.6,
12/02/2026 22:00,Industrial Washer B (Lavandería),406.5,23.4,
12/02/2026 22:00,Tunnel Dishwasher (Cocina),262.1,48.7,
12/02/2026 22:00,Pool Pump & Heater System,22.7,55,
12/02/2026 22:00,Main Electric Boiler (Caldera),38.9,162.5,
12/02/2026 23:00,Cooling Tower A (Torre Enfriamiento),629.4,79.5,
12/02/2026 23:00,Cooling Tower B (Torre Enfriamiento),889.5,81.8,
12/02/2026 23:00,HVAC Chiller Unit 1 (Enfriadora),0,373.1,
12/02/2026 23:00,HVAC Chiller Unit 2 (Enfriadora),0,334.8,
12/02/2026 23:00,Industrial Washer A (Lavandería),255.6,20.7,
12/02/2026 23:00,Industrial Washer B (Lavandería),350.2,22.2,
12/02/2026 23:00,Tunnel Dishwasher (Cocina),110.1,51.3,
12/02/2026 23:00,Pool Pump & Heater System,32.7,57.7,
12/02/2026 23:00,Main Electric Boiler (Caldera),62.8,250.5,
13/02/2026 00:00,Cooling Tower A (Torre Enfriamiento),220.1,28.1,
13/02/2026 00:00,Cooling Tower B (Torre Enfriamiento),253.9,29.4,
13/02/2026 00:00,HVAC Chiller Unit 1 (Enfriadora),0,95.4,
