Timestamp,Equipment Name,Water Consumed (Liters),Energy Consumed (kWh)
2026-02-10 01:00:00,Main Electric Boiler (Caldera),14.8,101.1
2026-02-10 02:00:00,Cooling Tower A (Torre Enfriamiento),432.4,57.9
2026-02-10 02:00:00,Cooling Tower B (Torre Enfriamiento),446.1,57.7
2026-02-10 02:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,205.2
2026-02-10 02:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,183.5
2026-02-10 02:00:00,Industrial Washer A (Lavandería),19.2,1.5
2026-02-10 02:00:00,Industrial Washer B (Lavandería),24.0,1.6
2026-02-10 02:00:00,Tunnel Dishwasher (Cocina),11.6,3.0
2026-02-10 02:00:00,Pool Pump & Heater System,19.0,36.9
2026-02-10 02:00:00,Main Electric Boiler (Caldera),23.1,117.7
2026-02-10 03:00:00,Cooling Tower A (Torre Enfriamiento),542.1,52.7
2026-02-10 03:00:00,Cooling Tower B (Torre Enfriamiento),545.9,47.6
2026-02-10 03:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,178.9
2026-02-10 03:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,194.9
2026-02-10 03:00:00,Industrial Washer A (Lavandería),28.9,1.3
2026-02-10 03:00:00,Industrial Washer B (Lavandería),27.6,1.5
2026-02-10 03:00:00,Tunnel Dishwasher (Cocina),11.3,1.6
2026-02-10 03:00:00,Pool Pump & Heater System,15.8,35.6
2026-02-10 03:00:00,Main Electric Boiler (Caldera),23.2,132.7
2026-02-10 04:00:00,Cooling Tower A (Torre Enfriamiento),274.6,28.1
2026-02-10 04:00:00,Cooling Tower B (Torre Enfriamiento),287.2,31.7
2026-02-10 04:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,98.6
2026-02-10 04:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,99.1
2026-02-10 04:00:00,Industrial Washer A (Lavandería),7.9,1.0
2026-02-10 04:00:00,Industrial Washer B (Lavandería),14.4,0.9
2026-02-10 04:00:00,Tunnel Dishwasher (Cocina),6.6,1.2
2026-02-10 04:00:00,Pool Pump & Heater System,11.0,17.6
2026-02-10 04:00:00,Main Electric Boiler (Caldera),9.1,86.3
2026-02-10 05:00:00,Cooling Tower A (Torre Enfriamiento),301.5,38.8
2026-02-10 05:00:00,Cooling Tower B (Torre Enfriamiento),396.6,43.9
2026-02-10 05:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,126.3
2026-02-10 05:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,105.5
2026-02-10 05:00:00,Industrial Washer A (Lavandería),22.1,0.9
2026-02-10 05:00:00,Industrial Washer B (Lavandería),11.5,1.0
2026-02-10 05:00:00,Tunnel Dishwasher (Cocina),12.4,1.5
2026-02-10 05:00:00,Pool Pump & Heater System,10.8,24.6
2026-02-10 05:00:00,Main Electric Boiler (Caldera),19.0,68.1
2026-02-10 06:00:00,Cooling Tower A (Torre Enfriamiento),667.7,70.3
2026-02-10 06:00:00,Cooling Tower B (Torre Enfriamiento),669.3,66.3
2026-02-10 06:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,263.9
2026-02-10 06:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,283.1
2026-02-10 06:00:00,Industrial Washer A (Lavandería),346.7,15.2
2026-02-10 06:00:00,Industrial Washer B (Lavandería),250.8,12.3
2026-02-10 06:00:00,Tunnel Dishwasher (Cocina),247.2,31.8
2026-02-10 06:00:00,Pool Pump & Heater System,22.2,40.7
2026-02-10 06:00:00,Main Electric Boiler (Caldera),31.7,178.3
2026-02-10 07:00:00,Cooling Tower A (Torre Enfriamiento),679.5,87.8
2026-02-10 07:00:00,Cooling Tower B (Torre Enfriamiento),745.2,74.8
2026-02-10 07:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,303.7
2026-02-10 07:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,282.9
2026-02-10 07:00:00,Industrial Washer A (Lavandería),320.8,24.3
2026-02-10 07:00:00,Industrial Washer B (Lavandería),364.1,18.4
2026-02-10 07:00:00,Tunnel Dishwasher (Cocina),167.7,37.9
2026-02-10 07:00:00,Pool Pump & Heater System,30.5,43.1
2026-02-10 07:00:00,Main Electric Boiler (Caldera),54.2,154.2
2026-02-10 08:00:00,Cooling Tower A (Torre Enfriamiento),448.4,54.0
2026-02-10 08:00:00,Cooling Tower B (Torre Enfriamiento),621.5,51.9
2026-02-10 08:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,224.3
2026-02-10 08:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,191.4
2026-02-10 08:00:00,Industrial Washer A (Lavandería),366.6,16.4
2026-02-10 08:00:00,Industrial Washer B (Lavandería),293.2,18.0
2026-02-10 08:00:00,Tunnel Dishwasher (Cocina),149.8,22.8
2026-02-10 08:00:00,Pool Pump & Heater System,13.6,30.9
2026-02-10 08:00:00,Main Electric Boiler (Caldera),25.3,129.7
2026-02-10 09:00:00,Cooling Tower A (Torre Enfriamiento),792.3,71.2
2026-02-10 09:00:00,Cooling Tower B (Torre Enfriamiento),821.8,98.8
2026-02-10 09:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,351.9
2026-02-10 09:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,302.5
2026-02-10 09:00:00,Industrial Washer A (Lavandería),440.0,22.2
2026-02-10 09:00:00,Industrial Washer B (Lavandería),393.2,19.4
2026-02-10 09:00:00,Tunnel Dishwasher (Cocina),226.1,34.3
2026-02-10 09:00:00,Pool Pump & Heater System,18.8,41.8
2026-02-10 09:00:00,Main Electric Boiler (Caldera),27.3,142.1
2026-02-10 10:00:00,Cooling Tower A (Torre Enfriamiento),1015.9,88.8
2026-02-10 10:00:00,Cooling Tower B (Torre Enfriamiento),893.5,92.2
2026-02-10 10:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,482.9
2026-02-10 10:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,396.3
2026-02-10 10:00:00,Industrial Washer A (Lavandería),597.1,36.6
2026-02-10 10:00:00,Industrial Washer B (Lavandería),502.9,20.0
2026-02-10 10:00:00,Tunnel Dishwasher (Cocina),278.0,33.8
2026-02-10 10:00:00,Pool Pump & Heater System,29.0,68.2
2026-02-10 10:00:00,Main Electric Boiler (Caldera),55.8,247.1
2026-02-10 11:00:00,Cooling Tower A (Torre Enfriamiento),749.9,74.1
2026-02-10 11:00:00,Cooling Tower B (Torre Enfriamiento),796.2,94.4
2026-02-10 11:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,352.5
2026-02-10 11:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,351.8
2026-02-10 11:00:00,Industrial Washer A (Lavandería),401.5,31.3
2026-02-10 11:00:00,Industrial Washer B (Lavandería),336.1,24.3
2026-02-10 11:00:00,Tunnel Dishwasher (Cocina),313.1,39.3
2026-02-10 11:00:00,Pool Pump & Heater System,28.3,52.7
2026-02-10 11:00:00,Main Electric Boiler (Caldera),66.4,159.3
2026-02-10 12:00:00,Cooling Tower A (Torre Enfriamiento),934.8,82.1
2026-02-10 12:00:00,Cooling Tower B (Torre Enfriamiento),862.3,115.3
2026-02-10 12:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,373.5
2026-02-10 12:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,361.4
2026-02-10 12:00:00,Industrial Washer A (Lavandería),428.9,22.0
2026-02-10 12:00:00,Industrial Washer B (Lavandería),563.1,31.8
2026-02-10 12:00:00,Tunnel Dishwasher (Cocina),222.2,51.2
2026-02-10 12:00:00,Pool Pump & Heater System,27.8,75.3
2026-02-10 12:00:00,Main Electric Boiler (Caldera),78.8,216.5
2026-02-10 13:00:00,Cooling Tower A (Torre Enfriamiento),1048.2,77.9
2026-02-10 13:00:00,Cooling Tower B (Torre Enfriamiento),834.3,93.0
2026-02-10 13:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,302.7
2026-02-10 13:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,383.3
2026-02-10 13:00:00,Industrial Washer A (Lavandería),413.3,25.3
2026-02-10 13:00:00,Industrial Washer B (Lavandería),407.0,19.9
2026-02-10 13:00:00,Tunnel Dishwasher (Cocina),263.1,35.1
2026-02-10 13:00:00,Pool Pump & Heater System,27.7,51.7
2026-02-10 13:00:00,Main Electric Boiler (Caldera),57.8,263.1
2026-02-10 14:00:00,Cooling Tower A (Torre Enfriamiento),1305.6,138.1
2026-02-10 14:00:00,Cooling Tower B (Torre Enfriamiento),980.3,107.4
2026-02-10 14:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,428.8
2026-02-10 14:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,460.4
2026-02-10 14:00:00,Industrial Washer A (Lavandería),703.6,27.5
2026-02-10 14:00:00,Industrial Washer B (Lavandería),567.6,27.1
2026-02-10 14:00:00,Tunnel Dishwasher (Cocina),355.4,59.6
2026-02-10 14:00:00,Pool Pump & Heater System,34.9,44.2
2026-02-10 14:00:00,Main Electric Boiler (Caldera),77.4,221.5
2026-02-10 15:00:00,Cooling Tower A (Torre Enfriamiento),667.8,97.1
2026-02-10 15:00:00,Cooling Tower B (Torre Enfriamiento),1071.3,123.0
2026-02-10 15:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,320.4
2026-02-10 15:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,425.5
2026-02-10 15:00:00,Industrial Washer A (Lavandería),588.7,37.3
2026-02-10 15:00:00,Industrial Washer B (Lavandería),602.1,31.0
2026-02-10 15:00:00,Tunnel Dishwasher (Cocina),267.9,25.2
2026-02-10 15:00:00,Pool Pump & Heater System,33.3,95.7
2026-02-10 15:00:00,Main Electric Boiler (Caldera),90.5,282.3
2026-02-10 16:00:00,Cooling Tower A (Torre Enfriamiento),931.3,119.1
2026-02-10 16:00:00,Cooling Tower B (Torre Enfriamiento),1030.6,103.3
2026-02-10 16:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,403.6
2026-02-10 16:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,518.5
2026-02-10 16:00:00,Industrial Washer A (Lavandería),485.0,39.1
2026-02-10 16:00:00,Industrial Washer B (Lavandería),415.7,29.7
2026-02-10 16:00:00,Tunnel Dishwasher (Cocina),328.8,59.6
2026-02-10 16:00:00,Pool Pump & Heater System,29.1,57.2
2026-02-10 16:00:00,Main Electric Boiler (Caldera),59.9,310.3
2026-02-10 17:00:00,Cooling Tower A (Torre Enfriamiento),837.9,96.3
2026-02-10 17:00:00,Cooling Tower B (Torre Enfriamiento),1066.9,95.1
2026-02-10 17:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,461.6
2026-02-10 17:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,371.6
2026-02-10 17:00:00,Industrial Washer A (Lavandería),449.7,18.0
2026-02-10 17:00:00,Industrial Washer B (Lavandería),426.2,22.0
2026-02-10 17:00:00,Tunnel Dishwasher (Cocina),317.3,41.2
2026-02-10 17:00:00,Pool Pump & Heater System,19.4,66.6
2026-02-10 17:00:00,Main Electric Boiler (Caldera),64.0,261.8
2026-02-10 18:00:00,Cooling Tower A (Torre Enfriamiento),635.2,114.2
2026-02-10 18:00:00,Cooling Tower B (Torre Enfriamiento),925.0,112.6
2026-02-10 18:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,482.1
2026-02-10 18:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,387.8
2026-02-10 18:00:00,Industrial Washer A (Lavandería),388.2,39.7
2026-02-10 18:00:00,Industrial Washer B (Lavandería),618.6,26.4
2026-02-10 18:00:00,Tunnel Dishwasher (Cocina),356.9,39.1
2026-02-10 18:00:00,Pool Pump & Heater System,37.8,70.5
2026-02-10 18:00:00,Main Electric Boiler (Caldera),55.0,257.0
2026-02-10 19:00:00,Cooling Tower A (Torre Enfriamiento),990.6,86.6
2026-02-10 19:00:00,Cooling Tower B (Torre Enfriamiento),1354.3,109.3
2026-02-10 19:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,365.7
2026-02-10 19:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,356.3
2026-02-10 19:00:00,Industrial Washer A (Lavandería),499.7,26.9
2026-02-10 19:00:00,Industrial Washer B (Lavandería),568.8,25.7
2026-02-10 19:00:00,Tunnel Dishwasher (Cocina),241.0,56.6
2026-02-10 19:00:00,Pool Pump & Heater System,34.4,80.8
2026-02-10 19:00:00,Main Electric Boiler (Caldera),46.2,238.1
2026-02-10 20:00:00,Cooling Tower A (Torre Enfriamiento),1279.3,106.4
2026-02-10 20:00:00,Cooling Tower B (Torre Enfriamiento),726.5,102.7
2026-02-10 20:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,453.4
2026-02-10 20:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,305.6
2026-02-10 20:00:00,Industrial Washer A (Lavandería),497.6,27.9
2026-02-10 20:00:00,Industrial Washer B (Lavandería),353.9,25.7
2026-02-10 20:00:00,Tunnel Dishwasher (Cocina),333.6,51.3
2026-02-10 20:00:00,Pool Pump & Heater System,30.0,106.4
2026-02-10 20:00:00,Main Electric Boiler (Caldera),20.9,229.8
2026-02-10 21:00:00,Cooling Tower A (Torre Enfriamiento),1020.5,91.9
2026-02-10 21:00:00,Cooling Tower B (Torre Enfriamiento),1338.1,93.3
2026-02-10 21:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,316.7
2026-02-10 21:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,371.2
2026-02-10 21:00:00,Industrial Washer A (Lavandería),337.4,33.2
2026-02-10 21:00:00,Industrial Washer B (Lavandería),306.4,25.6
2026-02-10 21:00:00,Tunnel Dishwasher (Cocina),168.9,37.5
2026-02-10 21:00:00,Pool Pump & Heater System,53.7,75.6
2026-02-10 21:00:00,Main Electric Boiler (Caldera),42.8,230.1
2026-02-10 22:00:00,Cooling Tower A (Torre Enfriamiento),1496.6,114.7
2026-02-10 22:00:00,Cooling Tower B (Torre Enfriamiento),1077.3,91.5
2026-02-10 22:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,407.9
2026-02-10 22:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,432.6
2026-02-10 22:00:00,Industrial Washer A (Lavandería),507.4,28.4
2026-02-10 22:00:00,Industrial Washer B (Lavandería),695.2,28.6
2026-02-10 22:00:00,Tunnel Dishwasher (Cocina),330.6,38.2
2026-02-10 22:00:00,Pool Pump & Heater System,54.0,73.4
2026-02-10 22:00:00,Main Electric Boiler (Caldera),54.5,197.1
2026-02-10 23:00:00,Cooling Tower A (Torre Enfriamiento),801.3,50.4
2026-02-10 23:00:00,Cooling Tower B (Torre Enfriamiento),394.2,70.8
2026-02-10 23:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,227.4
2026-02-10 23:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,233.0
2026-02-10 23:00:00,Industrial Washer A (Lavandería),275.9,16.9
2026-02-10 23:00:00,Industrial Washer B (Lavandería),384.4,17.9
2026-02-10 23:00:00,Tunnel Dishwasher (Cocina),208.7,16.9
2026-02-10 23:00:00,Pool Pump & Heater System,13.2,12.4
2026-02-10 23:00:00,Main Electric Boiler (Caldera),27.0,162.8
2026-02-11 00:00:00,Cooling Tower A (Torre Enfriamiento),368.1,33.5
2026-02-11 00:00:00,Cooling Tower B (Torre Enfriamiento),394.7,46.0
2026-02-11 00:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,124.7
2026-02-11 00:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,115.0
2026-02-11 00:00:00,Industrial Washer A (Lavandería),18.4,1.2
2026-02-11 00:00:00,Industrial Washer B (Lavandería),13.8,0.9
2026-02-11 00:00:00,Tunnel Dishwasher (Cocina),12.6,0.9
2026-02-11 00:00:00,Pool Pump & Heater System,12.8,20.5
2026-02-11 00:00:00,Main Electric Boiler (Caldera),20.5,87.5
2026-02-11 01:00:00,Cooling Tower A (Torre Enfriamiento),344.4,30.2
2026-02-11 01:00:00,Cooling Tower B (Torre Enfriamiento),339.2,29.4
2026-02-11 01:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,129.6
2026-02-11 01:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,118.6
2026-02-11 01:00:00,Industrial Washer A (Lavandería),12.6,0.9
2026-02-11 01:00:00,Industrial Washer B (Lavandería),11.7,0.7
2026-02-11 01:00:00,Tunnel Dishwasher (Cocina),8.8,1.3
2026-02-11 01:00:00,Pool Pump & Heater System,6.1,25.6
2026-02-11 01:00:00,Main Electric Boiler (Caldera),19.8,60.4
2026-02-11 02:00:00,Cooling Tower A (Torre Enfriamiento),391.2,31.7
2026-02-11 02:00:00,Cooling Tower B (Torre Enfriamiento),369.3,38.5
2026-02-11 02:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,131.4
2026-02-11 02:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,148.5
2026-02-11 02:00:00,Industrial Washer A (Lavandería),18.9,1.0
2026-02-11 02:00:00,Industrial Washer B (Lavandería),17.2,1.2
2026-02-11 02:00:00,Tunnel Dishwasher (Cocina),10.3,1.6
2026-02-11 02:00:00,Pool Pump & Heater System,13.0,23.2
2026-02-11 02:00:00,Main Electric Boiler (Caldera),22.6,89.3
2026-02-11 03:00:00,Cooling Tower A (Torre Enfriamiento),302.8,28.0
2026-02-11 03:00:00,Cooling Tower B (Torre Enfriamiento),336.6,27.8
2026-02-11 03:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,98.0
2026-02-11 03:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,129.4
2026-02-11 03:00:00,Industrial Washer A (Lavandería),14.4,0.9
2026-02-11 03:00:00,Industrial Washer B (Lavandería),16.7,0.6
2026-02-11 03:00:00,Tunnel Dishwasher (Cocina),9.1,1.0
2026-02-11 03:00:00,Pool Pump & Heater System,9.3,19.9
2026-02-11 03:00:00,Main Electric Boiler (Caldera),9.0,57.6
2026-02-11 04:00:00,Cooling Tower A (Torre Enfriamiento),384.2,31.3
2026-02-11 04:00:00,Cooling Tower B (Torre Enfriamiento),398.7,34.3
2026-02-11 04:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,125.1
2026-02-11 04:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,115.9
2026-02-11 04:00:00,Industrial Washer A (Lavandería),15.8,1.3
2026-02-11 04:00:00,Industrial Washer B (Lavandería),13.3,1.2
2026-02-11 04:00:00,Tunnel Dishwasher (Cocina),8.1,1.6
2026-02-11 04:00:00,Pool Pump & Heater System,11.2,21.6
2026-02-11 04:00:00,Main Electric Boiler (Caldera),12.1,77.1
2026-02-11 05:00:00,Cooling Tower A (Torre Enfriamiento),288.1,34.0
2026-02-11 05:00:00,Cooling Tower B (Torre Enfriamiento),407.8,37.6
2026-02-11 05:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,147.9
2026-02-11 05:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,120.4
2026-02-11 05:00:00,Industrial Washer A (Lavandería),15.4,1.4
2026-02-11 05:00:00,Industrial Washer B (Lavandería),14.8,1.2
2026-02-11 05:00:00,Tunnel Dishwasher (Cocina),9.7,1.4
2026-02-11 05:00:00,Pool Pump & Heater System,16.5,32.1
2026-02-11 05:00:00,Main Electric Boiler (Caldera),19.6,76.6
2026-02-11 06:00:00,Cooling Tower A (Torre Enfriamiento),804.9,57.5
2026-02-11 06:00:00,Cooling Tower B (Torre Enfriamiento),885.4,95.2
2026-02-11 06:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,407.6
2026-02-11 06:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,352.5
2026-02-11 06:00:00,Industrial Washer A (Lavandería),436.8,30.3
2026-02-11 06:00:00,Industrial Washer B (Lavandería),241.7,19.8
2026-02-11 06:00:00,Tunnel Dishwasher (Cocina),210.4,34.5
2026-02-11 06:00:00,Pool Pump & Heater System,8.0,79.3
2026-02-11 06:00:00,Main Electric Boiler (Caldera),46.0,208.2
2026-02-11 07:00:00,Cooling Tower A (Torre Enfriamiento),666.0,81.4
2026-02-11 07:00:00,Cooling Tower B (Torre Enfriamiento),807.7,90.8
2026-02-11 07:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,320.3
2026-02-11 07:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,252.7
2026-02-11 07:00:00,Industrial Washer A (Lavandería),393.8,27.5
2026-02-11 07:00:00,Industrial Washer B (Lavandería),377.0,19.9
2026-02-11 07:00:00,Tunnel Dishwasher (Cocina),283.7,27.8
2026-02-11 07:00:00,Pool Pump & Heater System,13.8,54.6
2026-02-11 07:00:00,Main Electric Boiler (Caldera),40.5,162.1
2026-02-11 08:00:00,Cooling Tower A (Torre Enfriamiento),589.8,82.9
2026-02-11 08:00:00,Cooling Tower B (Torre Enfriamiento),819.1,99.9
2026-02-11 08:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,300.7
2026-02-11 08:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,372.5
2026-02-11 08:00:00,Industrial Washer A (Lavandería),434.2,19.1
2026-02-11 08:00:00,Industrial Washer B (Lavandería),316.0,29.2
2026-02-11 08:00:00,Tunnel Dishwasher (Cocina),237.6,41.7
2026-02-11 08:00:00,Pool Pump & Heater System,12.7,97.8
2026-02-11 08:00:00,Main Electric Boiler (Caldera),62.3,188.9
2026-02-11 09:00:00,Cooling Tower A (Torre Enfriamiento),933.9,67.1
2026-02-11 09:00:00,Cooling Tower B (Torre Enfriamiento),357.0,93.8
2026-02-11 09:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,349.5
2026-02-11 09:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,287.0
2026-02-11 09:00:00,Industrial Washer A (Lavandería),359.3,19.5
2026-02-11 09:00:00,Industrial Washer B (Lavandería),414.7,18.9
2026-02-11 09:00:00,Tunnel Dishwasher (Cocina),266.0,11.8
2026-02-11 09:00:00,Pool Pump & Heater System,20.7,41.7
2026-02-11 09:00:00,Main Electric Boiler (Caldera),44.7,178.0
2026-02-11 10:00:00,Cooling Tower A (Torre Enfriamiento),1001.1,115.2
2026-02-11 10:00:00,Cooling Tower B (Torre Enfriamiento),1271.3,118.4
2026-02-11 10:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,432.9
2026-02-11 10:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,439.9
2026-02-11 10:00:00,Industrial Washer A (Lavandería),545.5,21.7
2026-02-11 10:00:00,Industrial Washer B (Lavandería),647.4,33.0
2026-02-11 10:00:00,Tunnel Dishwasher (Cocina),450.7,68.7
2026-02-11 10:00:00,Pool Pump & Heater System,23.5,70.9
2026-02-11 10:00:00,Main Electric Boiler (Caldera),113.1,256.4
2026-02-11 11:00:00,Cooling Tower A (Torre Enfriamiento),1154.0,95.3
2026-02-11 11:00:00,Cooling Tower B (Torre Enfriamiento),955.2,96.2
2026-02-11 11:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,298.4
2026-02-11 11:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,421.1
2026-02-11 11:00:00,Industrial Washer A (Lavandería),428.5,29.4
2026-02-11 11:00:00,Industrial Washer B (Lavandería),323.4,18.5
2026-02-11 11:00:00,Tunnel Dishwasher (Cocina),343.7,34.4
2026-02-11 11:00:00,Pool Pump & Heater System,47.6,62.8
2026-02-11 11:00:00,Main Electric Boiler (Caldera),23.9,242.2
2026-02-11 12:00:00,Cooling Tower A (Torre Enfriamiento),852.8,96.7
2026-02-11 12:00:00,Cooling Tower B (Torre Enfriamiento),715.1,112.4
2026-02-11 12:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,272.6
2026-02-11 12:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,452.0
2026-02-11 12:00:00,Industrial Washer A (Lavandería),566.5,34.0
2026-02-11 12:00:00,Industrial Washer B (Lavandería),620.6,28.3
2026-02-11 12:00:00,Tunnel Dishwasher (Cocina),412.2,49.7
2026-02-11 12:00:00,Pool Pump & Heater System,27.9,70.1
2026-02-11 12:00:00,Main Electric Boiler (Caldera),20.0,215.0
2026-02-11 13:00:00,Cooling Tower A (Torre Enfriamiento),1151.7,103.4
2026-02-11 13:00:00,Cooling Tower B (Torre Enfriamiento),1059.0,120.9
2026-02-11 13:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,457.5
2026-02-11 13:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,327.9
2026-02-11 13:00:00,Industrial Washer A (Lavandería),454.0,37.4
2026-02-11 13:00:00,Industrial Washer B (Lavandería),516.8,25.1
2026-02-11 13:00:00,Tunnel Dishwasher (Cocina),229.4,33.2
2026-02-11 13:00:00,Pool Pump & Heater System,12.3,73.7
2026-02-11 13:00:00,Main Electric Boiler (Caldera),51.7,215.5
2026-02-11 14:00:00,Cooling Tower A (Torre Enfriamiento),777.9,82.4
2026-02-11 14:00:00,Cooling Tower B (Torre Enfriamiento),1158.5,117.0
2026-02-11 14:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,497.7
2026-02-11 14:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,382.0
2026-02-11 14:00:00,Industrial Washer A (Lavandería),660.2,42.2
2026-02-11 14:00:00,Industrial Washer B (Lavandería),568.3,25.3
2026-02-11 14:00:00,Tunnel Dishwasher (Cocina),332.5,38.4
2026-02-11 14:00:00,Pool Pump & Heater System,28.1,90.8
2026-02-11 14:00:00,Main Electric Boiler (Caldera),61.9,305.2
2026-02-11 15:00:00,Cooling Tower A (Torre Enfriamiento),1045.0,74.3
2026-02-11 15:00:00,Cooling Tower B (Torre Enfriamiento),725.7,97.5
2026-02-11 15:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,325.6
2026-02-11 15:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,328.4
2026-02-11 15:00:00,Industrial Washer A (Lavandería),443.3,19.4
2026-02-11 15:00:00,Industrial Washer B (Lavandería),369.6,26.4
2026-02-11 15:00:00,Tunnel Dishwasher (Cocina),196.7,23.7
2026-02-11 15:00:00,Pool Pump & Heater System,25.2,75.6
2026-02-11 15:00:00,Main Electric Boiler (Caldera),50.1,198.2
2026-02-11 16:00:00,Cooling Tower A (Torre Enfriamiento),1112.4,92.2
2026-02-11 16:00:00,Cooling Tower B (Torre Enfriamiento),935.6,98.6
2026-02-11 16:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,445.8
2026-02-11 16:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,322.1
2026-02-11 16:00:00,Industrial Washer A (Lavandería),451.8,26.1
2026-02-11 16:00:00,Industrial Washer B (Lavandería),314.2,19.8
2026-02-11 16:00:00,Tunnel Dishwasher (Cocina),326.5,44.4
2026-02-11 16:00:00,Pool Pump & Heater System,42.5,55.3
2026-02-11 16:00:00,Main Electric Boiler (Caldera),46.5,158.1
2026-02-11 17:00:00,Cooling Tower A (Torre Enfriamiento),1099.0,89.5
2026-02-11 17:00:00,Cooling Tower B (Torre Enfriamiento),1182.5,112.5
2026-02-11 17:00:00,HVAC Chiller Unit 1 (Enfriadora),0.0,452.3
2026-02-11 17:00:00,HVAC Chiller Unit 2 (Enfriadora),0.0,382.7
2026-02-11 17:00:00,Industrial Washer A (Lavandería),386.3,33.5
2026-02-11 17:00:00,Industrial Washer B (Lavandería),323.1,25.3
2026-02-11 17:00:00,Tunnel Dishwasher (Cocina),361.8,44.5
2026-02-11 17:00:00,Pool Pump & Heater System,60.3,91.8
2026-02-11 17:00:00,Main Electric Boiler (Caldera),49.0,244.6
